test,device,signal,value,timestamp,delta
1,,,,,
,raspberry-pi,gpio6,0,2026-04-16T15:54:05.149Z,7
,raspberry-pi,gpio26,1,2026-04-16T15:54:05.612Z,18369
,raspberry-pi,gpio6,1,2026-04-16T15:54:05.632Z,507
,raspberry-pi,gpio6,0,2026-04-16T15:54:05.772Z,6
,raspberry-pi,gpio5,1,2026-04-16T15:54:05.935Z,18684
,raspberry-pi,gpio5,0,2026-04-16T15:54:06.090Z,5
,raspberry-pi,gpio26,0,2026-04-16T15:54:06.141Z,482
,raspberry-pi,gpio26,1,2026-04-16T15:54:06.248Z,153
,raspberry-pi,gpio26,0,2026-04-16T15:54:06.330Z,11
,raspberry-pi,gpio5,1,2026-04-16T15:54:06.336Z,395
,raspberry-pi,gpio5,0,2026-04-16T15:54:06.392Z,9
,raspberry-pi,gpio17,0,2026-04-16T15:54:16.951Z,16275
,raspberry-pi,gpio17,1,2026-04-16T15:54:18.949Z,2856
,raspberry-pi,gpio6,1,2026-04-16T15:54:23.703Z,17326
,raspberry-pi,gpio6,0,2026-04-16T15:54:24.056Z,748
,raspberry-pi,gpio6,1,2026-04-16T15:54:24.075Z,349
,raspberry-pi,gpio6,0,2026-04-16T15:54:24.159Z,21
,raspberry-pi,gpio6,1,2026-04-16T15:54:24.200Z,117
,raspberry-pi,gpio6,0,2026-04-16T15:54:24.209Z,8
,raspberry-pi,gpio6,1,2026-04-16T15:54:24.221Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:54:24.253Z,14
,raspberry-pi,gpio26,1,2026-04-16T15:54:24.700Z,18442
,raspberry-pi,gpio6,1,2026-04-16T15:54:24.726Z,498
,raspberry-pi,gpio5,1,2026-04-16T15:54:24.883Z,18539
,raspberry-pi,gpio6,0,2026-04-16T15:54:24.892Z,163
,raspberry-pi,gpio5,0,2026-04-16T15:54:24.935Z,13
,raspberry-pi,gpio5,1,2026-04-16T15:54:25.052Z,156
,raspberry-pi,gpio5,0,2026-04-16T15:54:25.198Z,6
,raspberry-pi,gpio26,0,2026-04-16T15:54:25.239Z,504
,raspberry-pi,gpio26,1,2026-04-16T15:54:25.340Z,136
,raspberry-pi,gpio26,0,2026-04-16T15:54:25.427Z,9
,raspberry-pi,gpio5,1,2026-04-16T15:54:25.434Z,376
,raspberry-pi,gpio5,0,2026-04-16T15:54:25.488Z,7
,raspberry-pi,gpio17,0,2026-04-16T15:54:30.722Z,11551
,raspberry-pi,gpio17,1,2026-04-16T15:54:31.275Z,775
,raspberry-pi,gpio22,1,2026-04-16T15:54:36.039Z,50040
,raspberry-pi,gpio17,0,2026-04-16T15:54:36.106Z,4798
,raspberry-pi,gpio17,1,2026-04-16T15:54:38.041Z,1969
,raspberry-pi,gpio6,1,2026-04-16T15:54:42.799Z,17166
,raspberry-pi,gpio6,0,2026-04-16T15:54:43.024Z,753
,raspberry-pi,gpio6,1,2026-04-16T15:54:43.096Z,221
,raspberry-pi,gpio6,0,2026-04-16T15:54:43.211Z,74
,raspberry-pi,gpio6,1,2026-04-16T15:54:43.233Z,113
,raspberry-pi,gpio6,0,2026-04-16T15:54:43.343Z,24
,raspberry-pi,gpio26,1,2026-04-16T15:54:43.800Z,18451
,raspberry-pi,gpio6,1,2026-04-16T15:54:43.821Z,570
,raspberry-pi,gpio6,0,2026-04-16T15:54:43.967Z,18
,raspberry-pi,gpio5,1,2026-04-16T15:54:44.137Z,18531
,raspberry-pi,gpio5,0,2026-04-16T15:54:44.278Z,175
,raspberry-pi,gpio26,0,2026-04-16T15:54:44.331Z,484
,raspberry-pi,gpio26,1,2026-04-16T15:54:44.438Z,154
,raspberry-pi,gpio26,0,2026-04-16T15:54:44.512Z,10
,raspberry-pi,gpio5,1,2026-04-16T15:54:44.532Z,369
,raspberry-pi,gpio5,0,2026-04-16T15:54:44.588Z,24
,raspberry-pi,gpio10,1,2026-04-16T15:54:45.544Z,42058
,raspberry-pi,gpio17,0,2026-04-16T15:54:49.675Z,11612
,raspberry-pi,gpio17,1,2026-04-16T15:54:50.326Z,671
,raspberry-pi,gpio17,0,2026-04-16T15:54:55.210Z,4877
,raspberry-pi,gpio17,1,2026-04-16T15:54:57.129Z,1928
,raspberry-pi,gpio6,1,2026-04-16T15:55:01.895Z,17317
,raspberry-pi,gpio6,0,2026-04-16T15:55:02.123Z,759
,raspberry-pi,gpio6,1,2026-04-16T15:55:02.128Z,224
,raspberry-pi,gpio6,0,2026-04-16T15:55:02.132Z,4
,raspberry-pi,gpio6,1,2026-04-16T15:55:02.137Z,5
,raspberry-pi,gpio6,0,2026-04-16T15:55:02.370Z,4
,raspberry-pi,gpio6,1,2026-04-16T15:55:02.413Z,234
,raspberry-pi,gpio6,0,2026-04-16T15:55:02.439Z,46
,raspberry-pi,gpio26,1,2026-04-16T15:55:02.877Z,18428
,raspberry-pi,gpio6,1,2026-04-16T15:55:02.902Z,480
,raspberry-pi,gpio6,0,2026-04-16T15:55:03.068Z,11
,raspberry-pi,gpio26,0,2026-04-16T15:55:03.416Z,198
,raspberry-pi,gpio26,1,2026-04-16T15:55:03.512Z,438
,raspberry-pi,gpio5,1,2026-04-16T15:55:03.568Z,19027
,raspberry-pi,gpio26,0,2026-04-16T15:55:03.623Z,64
,raspberry-pi,gpio5,0,2026-04-16T15:55:03.677Z,61
,raspberry-pi,gpio17,0,2026-04-16T15:55:08.655Z,11518
,raspberry-pi,gpio17,1,2026-04-16T15:55:09.454Z,804
,raspberry-pi,gpio17,0,2026-04-16T15:55:14.420Z,4960
,raspberry-pi,gpio17,1,2026-04-16T15:55:16.218Z,1807
,raspberry-pi,gpio6,1,2026-04-16T15:55:21.002Z,17165
,raspberry-pi,gpio6,0,2026-04-16T15:55:21.238Z,936
,raspberry-pi,gpio6,1,2026-04-16T15:55:21.242Z,229
,raspberry-pi,gpio6,0,2026-04-16T15:55:21.248Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:55:21.496Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:55:21.502Z,247
,raspberry-pi,gpio6,1,2026-04-16T15:55:21.513Z,6
,raspberry-pi,gpio6,0,2026-04-16T15:55:21.534Z,10
,raspberry-pi,gpio26,1,2026-04-16T15:55:21.964Z,18388
,raspberry-pi,gpio6,1,2026-04-16T15:55:21.989Z,455
,raspberry-pi,gpio6,0,2026-04-16T15:55:22.110Z,23
,raspberry-pi,gpio6,1,2026-04-16T15:55:22.130Z,121
,raspberry-pi,gpio6,0,2026-04-16T15:55:22.144Z,20
,raspberry-pi,gpio5,1,2026-04-16T15:55:22.279Z,18521
,raspberry-pi,gpio5,0,2026-04-16T15:55:22.418Z,139
,raspberry-pi,gpio26,0,2026-04-16T15:55:22.508Z,459
,raspberry-pi,gpio26,1,2026-04-16T15:55:22.614Z,191
,raspberry-pi,gpio5,1,2026-04-16T15:55:22.687Z,399
,raspberry-pi,gpio26,0,2026-04-16T15:55:22.705Z,82
,raspberry-pi,gpio5,0,2026-04-16T15:55:22.779Z,32
,raspberry-pi,gpio22,0,2026-04-16T15:55:25.830Z,49752
,raspberry-pi,gpio17,0,2026-04-16T15:55:27.918Z,11623
,raspberry-pi,gpio17,1,2026-04-16T15:55:28.430Z,589
,raspberry-pi,gpio17,0,2026-04-16T15:55:33.581Z,5116
,raspberry-pi,gpio17,1,2026-04-16T15:55:35.312Z,1766
,raspberry-pi,gpio6,1,2026-04-16T15:55:40.106Z,17215
,raspberry-pi,gpio6,0,2026-04-16T15:55:40.419Z,762
,raspberry-pi,gpio6,1,2026-04-16T15:55:40.456Z,311
,raspberry-pi,gpio6,0,2026-04-16T15:55:40.463Z,38
,raspberry-pi,gpio6,1,2026-04-16T15:55:40.555Z,6
,raspberry-pi,gpio6,0,2026-04-16T15:55:40.566Z,94
,raspberry-pi,gpio6,1,2026-04-16T15:55:40.582Z,9
,raspberry-pi,gpio6,0,2026-04-16T15:55:40.590Z,16
,raspberry-pi,gpio6,1,2026-04-16T15:55:40.618Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:55:40.639Z,29
,raspberry-pi,gpio26,1,2026-04-16T15:55:41.047Z,18351
,raspberry-pi,gpio6,1,2026-04-16T15:55:41.073Z,432
,raspberry-pi,gpio6,0,2026-04-16T15:55:41.243Z,23
,raspberry-pi,gpio26,0,2026-04-16T15:55:41.599Z,203
,raspberry-pi,gpio26,1,2026-04-16T15:55:41.705Z,354
,raspberry-pi,gpio5,1,2026-04-16T15:55:41.802Z,19083
,raspberry-pi,gpio26,0,2026-04-16T15:55:41.807Z,198
,raspberry-pi,gpio5,0,2026-04-16T15:55:41.868Z,12
,raspberry-pi,gpio17,0,2026-04-16T15:55:46.932Z,11582
,raspberry-pi,gpio17,1,2026-04-16T15:55:47.480Z,585
,raspberry-pi,gpio10,0,2026-04-16T15:55:52.134Z,66584
,raspberry-pi,gpio17,0,2026-04-16T15:55:52.706Z,5208
,raspberry-pi,gpio22,1,2026-04-16T15:55:54.082Z,27925
,raspberry-pi,gpio17,1,2026-04-16T15:55:54.401Z,1714
,raspberry-pi,gpio6,1,2026-04-16T15:55:59.207Z,17584
,raspberry-pi,gpio6,0,2026-04-16T15:55:59.404Z,554
,raspberry-pi,gpio6,1,2026-04-16T15:55:59.426Z,193
,raspberry-pi,gpio6,0,2026-04-16T15:55:59.435Z,23
,raspberry-pi,gpio6,1,2026-04-16T15:55:59.608Z,175
,raspberry-pi,gpio6,0,2026-04-16T15:55:59.734Z,6
,raspberry-pi,gpio26,1,2026-04-16T15:56:00.143Z,18340
,raspberry-pi,gpio6,1,2026-04-16T15:56:00.172Z,538
,raspberry-pi,gpio6,0,2026-04-16T15:56:00.305Z,27
,raspberry-pi,gpio5,1,2026-04-16T15:56:00.499Z,18498
,raspberry-pi,gpio5,0,2026-04-16T15:56:00.563Z,195
,raspberry-pi,gpio26,0,2026-04-16T15:56:00.693Z,426
,raspberry-pi,gpio26,1,2026-04-16T15:56:00.807Z,239
,raspberry-pi,gpio5,1,2026-04-16T15:56:00.854Z,347
,raspberry-pi,gpio26,0,2026-04-16T15:56:00.890Z,54
,raspberry-pi,gpio5,0,2026-04-16T15:56:00.962Z,41
,raspberry-pi,gpio17,0,2026-04-16T15:56:05.966Z,11556
,raspberry-pi,gpio17,1,2026-04-16T15:56:06.484Z,525
,raspberry-pi,gpio17,0,2026-04-16T15:56:11.654Z,5023
,raspberry-pi,gpio17,1,2026-04-16T15:56:13.484Z,1978
,raspberry-pi,gpio6,1,2026-04-16T15:56:18.303Z,17321
,raspberry-pi,gpio6,0,2026-04-16T15:56:18.712Z,814
,raspberry-pi,gpio6,1,2026-04-16T15:56:18.740Z,426
,raspberry-pi,gpio6,0,2026-04-16T15:56:18.763Z,8
,raspberry-pi,gpio6,1,2026-04-16T15:56:18.813Z,19
,raspberry-pi,gpio6,0,2026-04-16T15:56:18.823Z,53
,raspberry-pi,gpio26,1,2026-04-16T15:56:19.236Z,18374
,raspberry-pi,gpio6,1,2026-04-16T15:56:19.263Z,425
,raspberry-pi,gpio6,0,2026-04-16T15:56:19.450Z,30
,raspberry-pi,gpio5,1,2026-04-16T15:56:19.499Z,18603
,raspberry-pi,gpio5,0,2026-04-16T15:56:19.681Z,8
,raspberry-pi,gpio26,0,2026-04-16T15:56:19.790Z,450
,raspberry-pi,gpio26,1,2026-04-16T15:56:19.903Z,217
,raspberry-pi,gpio5,1,2026-04-16T15:56:19.981Z,475
,raspberry-pi,gpio26,0,2026-04-16T15:56:19.990Z,87
,raspberry-pi,gpio5,0,2026-04-16T15:56:20.059Z,13
,raspberry-pi,gpio17,0,2026-04-16T15:56:25.176Z,11677
,raspberry-pi,gpio17,1,2026-04-16T15:56:25.689Z,529
,raspberry-pi,gpio17,0,2026-04-16T15:56:30.893Z,5195
,raspberry-pi,gpio17,1,2026-04-16T15:56:32.611Z,1727
,raspberry-pi,gpio6,1,2026-04-16T15:56:37.396Z,17350
,raspberry-pi,gpio6,0,2026-04-16T15:56:37.857Z,781
,raspberry-pi,gpio6,1,2026-04-16T15:56:37.887Z,481
,raspberry-pi,gpio6,0,2026-04-16T15:56:37.927Z,8
,raspberry-pi,gpio26,1,2026-04-16T15:56:38.337Z,18348
,raspberry-pi,gpio6,1,2026-04-16T15:56:38.366Z,451
,raspberry-pi,gpio6,0,2026-04-16T15:56:38.529Z,28
,raspberry-pi,gpio26,0,2026-04-16T15:56:38.891Z,200
,raspberry-pi,gpio26,1,2026-04-16T15:56:39.002Z,359
,raspberry-pi,gpio5,1,2026-04-16T15:56:39.067Z,19017
,raspberry-pi,gpio26,0,2026-04-16T15:56:39.112Z,180
,raspberry-pi,gpio5,0,2026-04-16T15:56:39.159Z,106
,raspberry-pi,gpio17,0,2026-04-16T15:56:44.223Z,11560
,raspberry-pi,gpio17,1,2026-04-16T15:56:44.818Z,644
,raspberry-pi,gpio17,0,2026-04-16T15:56:49.528Z,4679
,raspberry-pi,gpio17,1,2026-04-16T15:56:51.701Z,2206
,raspberry-pi,gpio22,0,2026-04-16T15:56:51.803Z,58082
,raspberry-pi,gpio25,0,2026-04-16T15:56:54.715Z,300174
,raspberry-pi,gpio6,1,2026-04-16T15:56:56.497Z,17351
,raspberry-pi,gpio6,0,2026-04-16T15:56:56.761Z,782
,raspberry-pi,gpio6,1,2026-04-16T15:56:56.842Z,261
,raspberry-pi,gpio6,0,2026-04-16T15:56:56.986Z,81
,raspberry-pi,gpio6,1,2026-04-16T15:56:56.994Z,145
,raspberry-pi,gpio6,0,2026-04-16T15:56:57.027Z,6
,raspberry-pi,gpio6,1,2026-04-16T15:56:57.033Z,32
,raspberry-pi,gpio6,0,2026-04-16T15:56:57.038Z,6
,raspberry-pi,gpio26,1,2026-04-16T15:56:57.434Z,18358
,raspberry-pi,gpio6,1,2026-04-16T15:56:57.464Z,426
,raspberry-pi,gpio6,0,2026-04-16T15:56:57.634Z,7
,raspberry-pi,gpio5,1,2026-04-16T15:56:57.649Z,18532
,raspberry-pi,gpio6,1,2026-04-16T15:56:57.661Z,186
,raspberry-pi,gpio6,0,2026-04-16T15:56:57.670Z,9
,raspberry-pi,gpio5,0,2026-04-16T15:56:57.877Z,25
,raspberry-pi,gpio26,0,2026-04-16T15:56:57.985Z,449
,raspberry-pi,gpio26,1,2026-04-16T15:56:58.096Z,212
,raspberry-pi,gpio5,1,2026-04-16T15:56:58.145Z,470
,raspberry-pi,gpio26,0,2026-04-16T15:56:58.183Z,59
,raspberry-pi,gpio5,0,2026-04-16T15:56:58.249Z,44
,raspberry-pi,gpio17,0,2026-04-16T15:57:03.320Z,11582
,raspberry-pi,gpio17,1,2026-04-16T15:57:03.908Z,625
,raspberry-pi,gpio17,0,2026-04-16T15:57:09.019Z,5078
,raspberry-pi,gpio26,1,2026-04-16T15:57:10.564Z,12409
,raspberry-pi,gpio6,1,2026-04-16T15:57:10.574Z,12905
,raspberry-pi,gpio26,0,2026-04-16T15:57:11.614Z,1018
,raspberry-pi,gpio26,1,2026-04-16T15:57:11.636Z,55
,raspberry-pi,gpio6,0,2026-04-16T15:57:12.142Z,1074
,raspberry-pi,gpio26,0,2026-04-16T15:57:12.187Z,512
,raspberry-pi,gpio6,1,2026-04-16T15:57:12.317Z,547
,raspberry-pi,gpio6,0,2026-04-16T15:57:13.017Z,134
,raspberry-pi,gpio6,1,2026-04-16T15:57:13.150Z,824
,raspberry-pi,gpio6,0,2026-04-16T15:57:13.220Z,8
,raspberry-pi,gpio6,1,2026-04-16T15:58:31.698Z,78170
,raspberry-pi,gpio6,0,2026-04-16T15:58:38.947Z,7390
,raspberry-pi,gpio6,1,2026-04-16T15:58:52.275Z,13255
,raspberry-pi,gpio26,1,2026-04-16T15:58:54.407Z,102258
,raspberry-pi,gpio6,0,2026-04-16T15:58:54.922Z,2446
,raspberry-pi,gpio26,0,2026-04-16T15:58:54.927Z,13
,raspberry-pi,gpio17,1,2026-04-16T15:58:59.845Z,110858
,raspberry-pi,gpio6,1,2026-04-16T15:59:04.611Z,9442
,raspberry-pi,gpio6,0,2026-04-16T15:59:04.899Z,761
,raspberry-pi,gpio6,1,2026-04-16T15:59:04.955Z,283
,raspberry-pi,gpio6,0,2026-04-16T15:59:04.987Z,58
,raspberry-pi,gpio6,1,2026-04-16T15:59:04.998Z,29
,raspberry-pi,gpio6,0,2026-04-16T15:59:05.011Z,13
,raspberry-pi,gpio6,1,2026-04-16T15:59:05.019Z,14
,raspberry-pi,gpio6,0,2026-04-16T15:59:05.034Z,5
,raspberry-pi,gpio6,1,2026-04-16T15:59:05.039Z,15
,raspberry-pi,gpio6,0,2026-04-16T15:59:05.098Z,7
,raspberry-pi,gpio6,1,2026-04-16T15:59:05.106Z,58
,raspberry-pi,gpio6,0,2026-04-16T15:59:05.159Z,8
,raspberry-pi,gpio26,1,2026-04-16T15:59:05.586Z,11166
,raspberry-pi,gpio6,1,2026-04-16T15:59:05.611Z,499
,raspberry-pi,gpio5,1,2026-04-16T15:59:05.780Z,127592
,raspberry-pi,gpio6,0,2026-04-16T15:59:05.788Z,176
,raspberry-pi,gpio5,0,2026-04-16T15:59:05.805Z,14
,raspberry-pi,gpio26,0,2026-04-16T15:59:06.127Z,224
,raspberry-pi,gpio26,1,2026-04-16T15:59:06.231Z,422
,raspberry-pi,gpio26,0,2026-04-16T15:59:06.314Z,9
,raspberry-pi,gpio5,1,2026-04-16T15:59:06.321Z,527
,raspberry-pi,gpio5,0,2026-04-16T15:59:06.383Z,9
,raspberry-pi,gpio17,0,2026-04-16T15:59:11.655Z,11796
,raspberry-pi,gpio17,1,2026-04-16T15:59:12.128Z,488
,raspberry-pi,gpio17,0,2026-04-16T15:59:16.919Z,4757
,raspberry-pi,gpio17,1,2026-04-16T15:59:18.929Z,2044
,raspberry-pi,gpio6,1,2026-04-16T15:59:23.702Z,17154
,raspberry-pi,gpio6,0,2026-04-16T15:59:23.955Z,771
,raspberry-pi,gpio6,1,2026-04-16T15:59:23.973Z,260
,raspberry-pi,gpio6,0,2026-04-16T15:59:23.986Z,8
,raspberry-pi,gpio6,1,2026-04-16T15:59:24.128Z,10
,raspberry-pi,gpio6,0,2026-04-16T15:59:24.253Z,145
,raspberry-pi,gpio26,1,2026-04-16T15:59:24.695Z,18455
,raspberry-pi,gpio6,1,2026-04-16T15:59:24.723Z,567
,raspberry-pi,gpio5,1,2026-04-16T15:59:24.889Z,18402
,raspberry-pi,gpio6,0,2026-04-16T15:59:24.895Z,193
,raspberry-pi,gpio5,0,2026-04-16T15:59:24.907Z,170
,raspberry-pi,gpio26,0,2026-04-16T15:59:25.235Z,216
,raspberry-pi,gpio26,1,2026-04-16T15:59:25.334Z,329
,raspberry-pi,gpio5,1,2026-04-16T15:59:25.417Z,441
,raspberry-pi,gpio26,0,2026-04-16T15:59:25.430Z,187
,raspberry-pi,gpio5,0,2026-04-16T15:59:25.491Z,91
,raspberry-pi,gpio17,0,2026-04-16T15:59:30.653Z,11716
,raspberry-pi,gpio17,1,2026-04-16T15:59:31.090Z,445
,raspberry-pi,gpio17,0,2026-04-16T15:59:36.482Z,5356
,raspberry-pi,gpio17,1,2026-04-16T15:59:38.010Z,1565
,raspberry-pi,gpio6,1,2026-04-16T15:59:42.788Z,17130
,raspberry-pi,gpio6,0,2026-04-16T15:59:43.196Z,774
,raspberry-pi,gpio6,1,2026-04-16T15:59:43.217Z,402
,raspberry-pi,gpio6,0,2026-04-16T15:59:43.290Z,23
,raspberry-pi,gpio6,1,2026-04-16T15:59:43.322Z,98
,raspberry-pi,gpio6,0,2026-04-16T15:59:43.337Z,8
,raspberry-pi,gpio6,1,2026-04-16T15:59:43.345Z,11
,raspberry-pi,gpio6,0,2026-04-16T15:59:43.354Z,10
,raspberry-pi,gpio6,1,2026-04-16T15:59:43.367Z,7
,raspberry-pi,gpio6,0,2026-04-16T15:59:43.373Z,14
,raspberry-pi,gpio26,1,2026-04-16T15:59:43.796Z,18368
,raspberry-pi,gpio6,1,2026-04-16T15:59:43.820Z,434
,raspberry-pi,gpio6,0,2026-04-16T15:59:43.979Z,21
,raspberry-pi,gpio26,0,2026-04-16T15:59:44.330Z,189
,raspberry-pi,gpio26,1,2026-04-16T15:59:44.428Z,444
,raspberry-pi,gpio5,1,2026-04-16T15:59:44.523Z,19089
,raspberry-pi,gpio26,0,2026-04-16T15:59:44.528Z,95
,raspberry-pi,gpio5,0,2026-04-16T15:59:44.581Z,12
,raspberry-pi,gpio17,0,2026-04-16T15:59:49.736Z,11710
,raspberry-pi,gpio17,1,2026-04-16T15:59:50.208Z,486
,raspberry-pi,gpio17,0,2026-04-16T15:59:55.196Z,4955
,raspberry-pi,gpio17,1,2026-04-16T15:59:57.125Z,1963
,raspberry-pi,gpio6,1,2026-04-16T16:00:01.883Z,17313
,raspberry-pi,gpio6,0,2026-04-16T16:00:02.167Z,755
,raspberry-pi,gpio6,1,2026-04-16T16:00:02.174Z,279
,raspberry-pi,gpio6,0,2026-04-16T16:00:02.268Z,6
,raspberry-pi,gpio6,1,2026-04-16T16:00:02.316Z,93
,raspberry-pi,gpio6,0,2026-04-16T16:00:02.328Z,51
,raspberry-pi,gpio6,1,2026-04-16T16:00:02.333Z,8
,raspberry-pi,gpio6,0,2026-04-16T16:00:02.337Z,5
,raspberry-pi,gpio6,1,2026-04-16T16:00:02.341Z,4
,raspberry-pi,gpio6,0,2026-04-16T16:00:02.438Z,7
,raspberry-pi,gpio26,1,2026-04-16T16:00:02.893Z,18370
,raspberry-pi,gpio6,1,2026-04-16T16:00:02.918Z,557
,raspberry-pi,gpio6,0,2026-04-16T16:00:03.087Z,22
,raspberry-pi,gpio5,1,2026-04-16T16:00:03.261Z,18558
,raspberry-pi,gpio5,0,2026-04-16T16:00:03.329Z,176
,raspberry-pi,gpio26,0,2026-04-16T16:00:03.427Z,442
,raspberry-pi,gpio26,1,2026-04-16T16:00:03.497Z,162
,raspberry-pi,gpio5,1,2026-04-16T16:00:03.603Z,334
,raspberry-pi,gpio26,0,2026-04-16T16:00:03.618Z,112
,raspberry-pi,gpio5,0,2026-04-16T16:00:03.682Z,19
,raspberry-pi,gpio17,0,2026-04-16T16:00:08.770Z,11634
,raspberry-pi,gpio17,1,2026-04-16T16:00:09.325Z,566
,raspberry-pi,gpio17,0,2026-04-16T16:00:14.617Z,5256
,raspberry-pi,gpio17,1,2026-04-16T16:00:16.204Z,1624
,raspberry-pi,gpio6,1,2026-04-16T16:00:20.981Z,17292
,raspberry-pi,gpio6,0,2026-04-16T16:00:21.238Z,772
,raspberry-pi,gpio6,1,2026-04-16T16:00:21.432Z,253
,raspberry-pi,gpio6,0,2026-04-16T16:00:21.477Z,196
,raspberry-pi,gpio6,1,2026-04-16T16:00:21.503Z,62
,raspberry-pi,gpio6,0,2026-04-16T16:00:21.529Z,7
,raspberry-pi,gpio26,1,2026-04-16T16:00:21.996Z,18387
,raspberry-pi,gpio6,1,2026-04-16T16:00:22.025Z,495
,raspberry-pi,gpio6,0,2026-04-16T16:00:22.179Z,28
,raspberry-pi,gpio26,0,2026-04-16T16:00:22.527Z,189
,raspberry-pi,gpio26,1,2026-04-16T16:00:22.622Z,437
,raspberry-pi,gpio5,1,2026-04-16T16:00:22.719Z,19096
,raspberry-pi,gpio26,0,2026-04-16T16:00:22.724Z,96
,raspberry-pi,gpio5,0,2026-04-16T16:00:22.779Z,14
,raspberry-pi,gpio17,0,2026-04-16T16:00:28.247Z,12022
,raspberry-pi,gpio17,1,2026-04-16T16:00:28.322Z,96
,raspberry-pi,gpio17,0,2026-04-16T16:00:33.410Z,5052
,raspberry-pi,gpio17,1,2026-04-16T16:00:35.317Z,1943
,raspberry-pi,gpio6,1,2026-04-16T16:00:40.076Z,17302
,raspberry-pi,gpio6,0,2026-04-16T16:00:40.365Z,752
,raspberry-pi,gpio6,1,2026-04-16T16:00:40.374Z,288
,raspberry-pi,gpio6,0,2026-04-16T16:00:40.385Z,6
,raspberry-pi,gpio6,1,2026-04-16T16:00:40.403Z,23
,raspberry-pi,gpio6,0,2026-04-16T16:00:40.441Z,9
,raspberry-pi,gpio6,1,2026-04-16T16:00:40.455Z,43
,raspberry-pi,gpio6,0,2026-04-16T16:00:40.627Z,5
,raspberry-pi,gpio26,1,2026-04-16T16:00:41.087Z,18369
,raspberry-pi,gpio6,1,2026-04-16T16:00:41.111Z,641
,raspberry-pi,gpio6,0,2026-04-16T16:00:41.227Z,16
,raspberry-pi,gpio6,1,2026-04-16T16:00:41.270Z,153
,raspberry-pi,gpio6,0,2026-04-16T16:00:41.282Z,7
,raspberry-pi,gpio26,0,2026-04-16T16:00:41.623Z,200
,raspberry-pi,gpio26,1,2026-04-16T16:00:41.719Z,341
,raspberry-pi,gpio26,0,2026-04-16T16:00:41.819Z,101
,raspberry-pi,gpio5,1,2026-04-16T16:00:41.824Z,19092
,raspberry-pi,gpio5,0,2026-04-16T16:00:41.865Z,7
,raspberry-pi,gpio17,0,2026-04-16T16:00:46.902Z,11548
,raspberry-pi,gpio17,1,2026-04-16T16:00:47.509Z,642
,raspberry-pi,gpio17,0,2026-04-16T16:00:52.697Z,5153
,raspberry-pi,gpio17,1,2026-04-16T16:00:54.384Z,1722
,raspberry-pi,gpio6,1,2026-04-16T16:00:59.174Z,17896
,raspberry-pi,gpio6,0,2026-04-16T16:00:59.419Z,9
,raspberry-pi,gpio6,1,2026-04-16T16:00:59.425Z,243
,raspberry-pi,gpio6,0,2026-04-16T16:00:59.476Z,7
,raspberry-pi,gpio6,1,2026-04-16T16:00:59.494Z,49
,raspberry-pi,gpio6,0,2026-04-16T16:00:59.544Z,19
,raspberry-pi,gpio6,1,2026-04-16T16:00:59.554Z,49
,raspberry-pi,gpio6,0,2026-04-16T16:00:59.608Z,10
,raspberry-pi,gpio6,1,2026-04-16T16:00:59.617Z,54
,raspberry-pi,gpio6,0,2026-04-16T16:00:59.663Z,9
,raspberry-pi,gpio6,1,2026-04-16T16:00:59.704Z,46
,raspberry-pi,gpio6,0,2026-04-16T16:00:59.731Z,43
,raspberry-pi,gpio26,1,2026-04-16T16:01:00.177Z,18448
,raspberry-pi,gpio6,1,2026-04-16T16:01:00.198Z,487
,raspberry-pi,gpio6,0,2026-04-16T16:01:00.355Z,6
,raspberry-pi,gpio5,1,2026-04-16T16:01:00.513Z,18681
,raspberry-pi,gpio5,0,2026-04-16T16:01:00.613Z,8
,raspberry-pi,gpio26,0,2026-04-16T16:01:00.711Z,442
,raspberry-pi,gpio26,1,2026-04-16T16:01:00.776Z,156
,raspberry-pi,gpio5,1,2026-04-16T16:01:00.896Z,264
,raspberry-pi,gpio26,0,2026-04-16T16:01:00.905Z,129
,raspberry-pi,gpio5,0,2026-04-16T16:01:00.970Z,125
,raspberry-pi,gpio17,0,2026-04-16T16:01:11.542Z,17138
,raspberry-pi,gpio17,1,2026-04-16T16:01:13.494Z,1974
,raspberry-pi,gpio6,1,2026-04-16T16:01:18.281Z,17305
,raspberry-pi,gpio6,0,2026-04-16T16:01:18.709Z,782
,raspberry-pi,gpio6,1,2026-04-16T16:01:18.725Z,434
,raspberry-pi,gpio6,0,2026-04-16T16:01:18.731Z,6
,raspberry-pi,gpio6,1,2026-04-16T16:01:18.747Z,6
,raspberry-pi,gpio6,0,2026-04-16T16:01:18.763Z,14
,raspberry-pi,gpio6,1,2026-04-16T16:01:18.800Z,16
,raspberry-pi,gpio6,0,2026-04-16T16:01:18.817Z,41
,raspberry-pi,gpio26,1,2026-04-16T16:01:19.265Z,18361
,raspberry-pi,gpio6,1,2026-04-16T16:01:19.293Z,485
,raspberry-pi,gpio6,0,2026-04-16T16:01:19.421Z,10
,raspberry-pi,gpio6,1,2026-04-16T16:01:19.463Z,160
,raspberry-pi,gpio6,0,2026-04-16T16:01:19.472Z,6
